ecoregion,scientific_name,common_name,class,conservation_status,habitat_type,image_url,attribution,description
Borneo,Binturong,Binturong,MAMMALIA,VU,Forest canopy,https://upload.wikimedia.org/wikipedia/commons/a/a7/Binturong_in_Overloon.jpg,Wikimedia Commons,"The binturong, also known as the bearcat, is a viverrid native to South and Southeast Asia. It is uncommon in much of its range, and has been assessed as Vulnerable on the IUCN Red List because of a declining population. It is estimated to have declined at least 30% since the mid-1980s. The binturong is the only species in the genus Arctictis."
Borneo,Banteng,Banteng,MAMMALIA,VU,Forest edge,https://upload.wikimedia.org/wikipedia/commons/5/5a/Banteng_Alas_Purwo.jpg,Wikimedia Commons,"The banteng, also known as tembadau, is a species of wild bovine found in Southeast Asia."
Borneo,Bornean white-bearded gibbon,Bornean white-bearded gibbon,MAMMALIA,EN,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/a/a8/Dark-handed_or_Agile_Gibbon_%28Hylobates_agilis%29_Tanjung_Puting_National_Park_-_Indonesia_2.jpg,Wikimedia Commons,"The Bornean white-bearded gibbon, also known as the Bornean agile gibbon or southern gibbon, is a species of gibbon endemic to southern Borneo. It is an endangered species, due to the ongoing logging of tropical forests between the Kapuas and Barito rivers. Additional issues of concern to the endangerment of white-bearded gibbons also threaten other arboreal primates."
Borneo,Bornean slow loris,Bornean slow loris,MAMMALIA,VU,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/8/87/Nycticebus_borneanus_%28Nycticebus_coucang_borneanus%29_-_Museo_Civico_di_Storia_Naturale_Giacomo_Doria_-_Genoa%2C_Italy_-_DSC02519.JPG,Wikimedia Commons,"Nycticebus borneanus, the Bornean slow loris, is a strepsirrhine primate and a species of slow loris that is native to central south Borneo in Indonesia. Formerly considered a subspecies or synonym of N. menagensis, it was promoted to full species status in 2013 when a study of museum specimens and photographs identified distinct facial markings, which helped to differentiate it as a separate species. It is distinguished by its dark, contrasting facial features, as well as the shape and width of the stripes of its facial markings."
Borneo,Western tarsier,Western tarsier,MAMMALIA,NT,Peat swamp forest,https://upload.wikimedia.org/wikipedia/commons/4/47/Western_Tarsier.jpg,Wikimedia Commons,"Horsfield's tarsier is the only species of tarsier in the genus Cephalopachus. Named by American naturalist Thomas Horsfield, it is also referred to as western tarsier. The species occurs on Borneo, Sumatra and nearby islands and is, like other members of the group, entirely nocturnal."
Borneo,Bornean bearded pig,Bornean bearded pig,MAMMALIA,VU,Peat swamp forest,https://upload.wikimedia.org/wikipedia/commons/f/fe/Bornean_Bearded_Pig_at_Bako_National_Park%2C_Borneo.jpg,Wikimedia Commons,"The Bornean bearded pig, also known as the Sunda bearded pig or simply bearded pig, is a species in the pig genus, Sus."
Borneo,Malay civet,Malay civet,MAMMALIA,LC,Rainforest,https://upload.wikimedia.org/wikipedia/commons/5/56/Malay_civet.jpg,Wikimedia Commons,"The Malayan civet, also known as the Malay civet and Oriental civet, is a viverrid native to the Malay Peninsula and the islands of Sumatra, Bangka, Borneo, the Riau Archipelago, and the Philippines. It is listed as ""Least Concern"" by IUCN as it is a relatively widely distributed, appears to be tolerant of degraded habitats, and occurs in a number of protected areas."
Borneo,Sunda pangolin,Sunda pangolin,MAMMALIA,VU,Primary forest,https://upload.wikimedia.org/wikipedia/commons/4/42/Pangolin_borneo.jpg,Wikimedia Commons,"The Sunda pangolin, also known as the Malayan or Javan pangolin, is a species of pangolin. It is a member of the Manidae family. Its English name comes from the Malay name ""pëngulin"", which means ""roller""."
Borneo,Maroon leaf monkey,Maroon leaf monkey,MAMMALIA,VU,Montane forest,https://upload.wikimedia.org/wikipedia/commons/8/83/Red_leaf_monkey_%28Presbytis_rubicunda%29.jpg,Wikimedia Commons,"The maroon langur, maroon leaf monkey, or red leaf monkey is a member of the family Cercopithecidae. It is found on the southeast Asian island of Borneo and the nearby smaller Karimata. P. rubicunda mostly live in forests at altitudes below 2,000 m. They feed on leaves, seeds, and fruits."
Borneo,Bornean peacock-pheasant,Bornean peacock-pheasant,AVES,VU,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/f/f0/Polyplectron_schleiermacheri_-Jurong_Bird_Park%2C_Singapore-8a.jpg,Wikimedia Commons,The Bornean peacock-pheasant is a medium-sized pheasant. It is probably the rarest and certainly the least known of all peacock-pheasants. This elusive bird is endemic to lowland forests of Borneo.
Borneo,Rhinoceros hornbill,Rhinoceros hornbill,AVES,NT,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/6/6f/Buceros_rhinoceros_-Singapore_Zoo_-pair-8a.jpg,Wikimedia Commons,"The rhinoceros hornbill is a large species of forest hornbill (Bucerotidae). In captivity it can live for up to 35 years. It is found in lowland and montane, tropical and subtropical climates and in mountain rain forests up to 1,400 metres in Borneo, Sumatra, Java, the Malay Peninsula, Singapore, and southern Thailand."
Borneo,Helmeted hornbill,Helmeted hornbill,AVES,CR,Primary rainforest,https://upload.wikimedia.org/wikipedia/commons/b/bb/Helmeted_Hornbill.jpg,Wikimedia Commons,"The helmeted hornbill is a very large bird in the hornbill family. It is found on the Malay Peninsula, Sumatra, Borneo, Thailand and Myanmar. The casque accounts for some 11% of its 3 kg weight. Unlike any other hornbill, the casque is almost solid, and is used in head-to-head combat among males. It is a belief among the Punan Bah that a large helmeted hornbill guards the river between life and death."
Borneo,Storm's stork,Storm's stork,AVES,CR,Riverine forest,https://upload.wikimedia.org/wikipedia/commons/2/25/Storm%27s_Stork_SMTC.jpg,Wikimedia Commons,"Storm's stork is a medium-sized stork species that occurs primarily in lowland tropical forests of Malaysia, Indonesia and southern Thailand. It is considered to be the rarest of all storks, and is estimated to number less than 500 wild individuals throughout its geographic range. The population has long been in decline and the primary cause is widely considered to be deforestation of its native habitat."
Borneo,Bornean ground cuckoo,Bornean ground cuckoo,AVES,VU,Forest floor,https://upload.wikimedia.org/wikipedia/commons/4/42/Carpococcyx_radiceus_102418105_%28cropped%29.jpg,Wikimedia Commons,"The Bornean ground cuckoo is a large terrestrial species of cuckoo in the family Cuculidae. It is, as suggested by its common name, endemic to the island of Borneo, being found in the sections belonging to Brunei, Malaysia and Indonesia. It is restricted to humid forest. It is threatened by habitat loss. It was formerly considered conspecific with the Sumatran ground cuckoo."
Borneo,Blue-headed pitta,Blue-headed pitta,AVES,NT,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/3/3c/Hydrornis_baudii_79616020_%28cropped%29.jpg,Wikimedia Commons,The blue-headed pitta is a species of bird in the pitta family Pittidae. It is endemic to Borneo.
Borneo,Bornean bristlehead,Bornean bristlehead,AVES,VU,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/4/4e/Naturalis_Biodiversity_Center_-_ZMA.AVES.38134_-_Pityriasis_gymnocephala_Temminck%2C_1835_-_Pityriasidae_-_skin_specimen.jpg,Wikimedia Commons,"The Bornean bristlehead, also variously known as the bristled shrike, bald-headed crow or the bald-headed wood-shrike, is the only member of the passerine family Pityriasidae and genus Pityriasis. This enigmatic and vulnerable species is endemic to the southeast Asian island of Borneo, where it lives in small groups in the rainforest canopy."
Borneo,Saltwater crocodile,Saltwater crocodile,REPTILIA,LC,Estuarine waters,https://upload.wikimedia.org/wikipedia/commons/4/43/SaltwaterCrocodile%28%27Maximo%27%29.jpg,Wikimedia Commons,"The saltwater crocodile is a crocodilian native to saltwater habitats, brackish wetlands and freshwater rivers from India's east coast across Southeast Asia and the Sundaland to northern Australia and Micronesia. It has been listed as Least Concern on the IUCN Red List since 1996. It was hunted for its skin throughout its range up to the 1970s, and is threatened by illegal killing and habitat loss. It is regarded as dangerous to humans."
Borneo,Tomistoma,False gharial,REPTILIA,VU,Freshwater wetlands,https://upload.wikimedia.org/wikipedia/commons/d/d2/Tomistoma_schlegelii_false_gharial_LA_zoo_01.jpg,Wikimedia Commons,"Tomistoma is a genus of gavialid crocodilians. They are noted for their long narrow snouts used to catch fish, similar to the gharial. Tomistoma contains one extant (living) member, the false gharial, as well as potentially several extinct species: T. cairense, T. lusitanicum and T. coppensi. Previously assigned extinct species known from fossils are reclassified as different genera such as Eogavialis, Toyotamaphimeia and Sutekhsuchus."
Borneo,Wallace's flying frog,Wallace's flying frog,AMPHIBIA,NT,Peat swamp forest,https://upload.wikimedia.org/wikipedia/commons/4/45/Rhacophorus_nigropalmatus.jpg,Wikimedia Commons,"Wallace's flying frog, also known as the gliding frog or the Abah River flying frog, is a moss frog found at least from the Malay Peninsula into western Indonesia and southern Thailand, and is present in Borneo and Sumatra. It is named for the biologist, Alfred R. Wallace, who collected the first known specimen."
Borneo,Aeromys tephromelas,Thomas's flying squirrel,MAMMALIA,LC,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/a/a2/PteromysTephromelasWolf.jpg,Wikimedia Commons,"The black flying squirrel or large black flying squirrel is a species of rodent in the family Sciuridae. It is found in Brunei, Indonesia, and Malaysia; its habitat is primary and secondary forests and gardens where it uses tree hollows. It feeds on fruits, nuts and other vegetable matter. It is likely not threatened and is adaptable to habitat loss. Black flying squirrels tend to have smaller populations than other squirrels because female black flying squirrels breed infrequently and have a small litter size of just one young."
Borneo,Bornean yellow muntjac,Bornean yellow muntjac,MAMMALIA,VU,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/8/87/Bornean_Yellow_Muntjac%2C_Kutai_Timur%2C_ID-KI%2C_ID_imported_from_iNaturalist_photo_351183693_%28cropped%29.jpg,Wikimedia Commons,"The Bornean yellow muntjac is a muntjac deer species, endemic to the moist forests of the island of Borneo."
Borneo,Kinabalu giant red leech,Kinabalu giant red leech,INSECTA,DD,Montane forest,https://upload.wikimedia.org/wikipedia/commons/0/00/Mimobdella_buettikoferi.jpg,Wikimedia Commons,"The Kinabalu giant red leech is a large bright orange-red coloured leech that is endemic to Mount Kinabalu, Borneo. It can grow to a length of over 50 cm (20 in)."
Borneo,Rajah Brooke's birdwing,Rajah Brooke's birdwing,INSECTA,CR,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/7/73/Trogonoptera_brookiana_albescens_197993570.jpg,Wikimedia Commons,"Trogonoptera brookiana, Rajah Brooke's birdwing, is a birdwing butterfly from the rainforests of the Thai-Malay Peninsula, Borneo, Natuna, Sumatra, and various small islands west of Sumatra. The butterfly was named by the naturalist Alfred Russel Wallace in 1855, after James Brooke, the Rajah of Sarawak. The larval host plants are Aristolochia acuminata and A. foveolata. Adults sip flower nectar from plants such as Bauhinia. Rajah Brooke's birdwing is a protected species, listed under Appendix II of CITES, meaning that international export is restricted to those who have been granted a permit. It is the national butterfly of Malaysia."
Borneo,Atlas moth,Atlas moth,INSECTA,LC,Tropical forests,https://upload.wikimedia.org/wikipedia/commons/6/6d/Attacus_atlas_qtl3.jpg,Wikimedia Commons,"Attacus atlas, the Atlas moth, is a large saturniid moth endemic to the forests of Asia. The species was described by Carl Linnaeus in his 1758 10th edition of Systema Naturae."
Borneo,Nepenthes rajah,Unknown,MAGNOLIOPSIDA,VU,Montane heath,https://upload.wikimedia.org/wikipedia/commons/0/0d/Nepenthes_rajah.png,Wikimedia Commons,"Nepenthes rajah is a carnivorous pitcher plant species of the family Nepenthaceae. It is endemic to Mount Kinabalu and neighbouring Mount Tambuyukon in Sabah, Malaysian Borneo. Nepenthes rajah grows exclusively on serpentine substrates, particularly in areas of seeping ground water where the soil is loose and permanently moist. The species has an altitudinal range of 1,500–2,650 m (4,920–8,690 ft) above sea level and is thus considered a highland or sub-alpine plant. Due to its localised distribution, N. rajah is classified as an endangered species by the IUCN and listed on CITES Appendix I."
Borneo,Nepenthes villosa,Unknown,MAGNOLIOPSIDA,LC,Montane heath,https://upload.wikimedia.org/wikipedia/commons/a/a7/Nepenthes_villosa.jpg,Wikimedia Commons,"Nepenthes villosa, or the villose pitcher-plant, is a tropical pitcher plant endemic to Mount Kinabalu and neighbouring Mount Tambuyukon in northeastern Borneo. It grows at higher elevations than any other Bornean Nepenthes species, occurring at elevations of over 3,200 m (10,500 ft). Nepenthes villosa is characterised by its highly developed and intricate peristome, which distinguishes it from the closely related N. edwardsiana and N. macrophylla."
Borneo,Rafflesia arnoldii,Corpse flower,MAGNOLIOPSIDA,VU,Primary rainforest,https://upload.wikimedia.org/wikipedia/commons/d/dd/Rafflesia_arnoldii%2C_Sumatra.jpg,Wikimedia Commons,"Rafflesia arnoldii, the corpse flower, or giant padma, is a species of flowering plant in the parasitic genus Rafflesia within the family Rafflesiaceae. It is noted for producing the largest individual flower on Earth. It has a strong and unpleasant odour of decaying flesh. It is native to the rainforests of Sumatra and Borneo. Although there are some plants with larger flowering organs like the titan arum and talipot palm, those are technically clusters of many flowers."
Borneo,Shorea leprosula,Unknown,MAGNOLIOPSIDA,VU,Dipterocarp forest,https://upload.wikimedia.org/wikipedia/commons/4/44/Shorea_leprosula_-_feuilles.jpg,Wikimedia Commons,"Rubroshorea leprosula is a species of tree in the family Dipterocarpaceae. It is native to Sumatra, Borneo, Peninsular Malaysia, Java, and Thailand."
Borneo,Dryobalanops aromatica,Borneo camphor,MAGNOLIOPSIDA,VU,Dipterocarp forest,https://upload.wikimedia.org/wikipedia/commons/5/5d/Dryobalanops_Aromatica_canopy.jpg,Wikimedia Commons,"Dryobalanops aromatica, commonly known as Borneo camphor, camphor tree, Malay camphor, or Sumatran camphor, is a species of plant in the family Dipterocarpaceae. The species name aromatica is derived from Latin and refers to the smell of the dammar (resin). This species was one of the main sources of camphor and attracted early Arab traders to Borneo, at that time being worth more than gold, and used for incense and perfumes."
Borneo,Aquilaria malaccensis,Agarwood,MAGNOLIOPSIDA,VU,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/a/a7/Aquilaria_malaccensis_-_Agar_Wood%2C_Eaglewood_-_Indian_Aloewood_at_Munnar_%282%29.jpg,Wikimedia Commons,"Aquilaria malaccensis is a species of plant in the family Thymelaeaceae. It is found in Bangladesh, Bhutan, India, Indonesia, Laos, Malaysia, Myanmar, the Philippines, Singapore, also Thailand. It is threatened by habitat loss."
Borneo,Eusideroxylon zwageri,Bornean ironwood,MAGNOLIOPSIDA,NT,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/5/52/Eusideroxylon_zwageri.JPG,Wikimedia Commons,"Eusideroxylon is a genus of evergreen trees of the family Lauraceae. The genus is monotypic, and includes one accepted species, Eusideroxylon zwageri. It is known colloquially in English as Bornean ironwood, billian, or ulin."
Borneo,Dipterocarpus gracilis,Unknown,MAGNOLIOPSIDA,CR,Dipterocarp forest,https://upload.wikimedia.org/wikipedia/commons/3/33/Dipterocarpus_vernicifluus_Blanco1.183.png,Wikimedia Commons,"Dipterocarpus gracilis is a critically endangered species of tree in the family Dipterocarpaceae, native to South Asia and Southeast Asia."
Arctic Terrestrial,Polar bear,Polar bear,MAMMALIA,VU,Sea ice and coastal waters,https://upload.wikimedia.org/wikipedia/commons/6/66/Polar_Bear_-_Alaska_%28cropped%29.jpg,Wikimedia Commons,"The polar bear is a large bear native to the Arctic and nearby areas. It is closely related to the brown bear, and the two species can interbreed. The polar bear is the largest extant species of bear and land carnivore by body mass, with adult males weighing 300–800 kg (660–1,760 lb). The species is sexually dimorphic, as adult females are much smaller. The polar bear is white- or yellowish-furred with black skin and a thick layer of fat. It is more slender than the brown bear, with a narrower skull, longer neck and lower shoulder hump. Its teeth are sharper and more adapted to cutting meat. The paws are large and allow the bear to walk on ice and paddle in the water."
Arctic Terrestrial,Arctic fox,Arctic fox,MAMMALIA,LC,Tundra,https://upload.wikimedia.org/wikipedia/commons/8/83/Iceland-1979445_%28cropped_3%29.jpg,Wikimedia Commons,"The Arctic fox, also known as the white fox, polar fox, or snow fox, is a small species of fox native to the Arctic regions of the Northern Hemisphere and common throughout the Arctic tundra biome. It is well adapted to living in cold environments, and is best known for its thick, warm fur that is also used as camouflage. It has a large and very fluffy tail. In the wild, most individuals do not live past their first year but some exceptional ones survive up to 11 years. Its body length ranges from 46 to 68 cm, with a generally rounded body shape to minimize the escape of body heat."
Arctic Terrestrial,Arctic hare,Arctic hare,MAMMALIA,LC,Tundra,https://upload.wikimedia.org/wikipedia/commons/e/e3/Arctic_Hare_1.jpg,Wikimedia Commons,"The Arctic hare is a species of hare highly adapted to living in the Arctic tundra and other icy biomes. The Arctic hare survives with shortened ears and limbs, a small nose, fat that makes up close to 20% of its body, and a thick coat of fur. It usually digs holes in the ground or under the snow to keep warm and to sleep. Arctic hares look like rabbits but have shorter ears, are taller when standing, and, unlike rabbits, can thrive in extreme cold. They can travel together with many other hares, sometimes huddling with dozens or more, but are usually found alone, sometimes taking more than one partner. The Arctic hare can run up to 60 kilometres per hour (40 mph)."
Arctic Terrestrial,Musk ox,Musk ox,MAMMALIA,LC,Tundra,https://upload.wikimedia.org/wikipedia/commons/c/ca/Muskox_%28Ovibos_moschatus%29_male_Dovrefjell_4.jpg,Wikimedia Commons,"The muskox is a hoofed mammal of the family Bovidae. Native to the Arctic, it is noted for its thick coat and for the strong odor emitted by males during the seasonal rut, from which its name derives. This musky odor has the effect of attracting females during mating season. Its Inuktitut name ""umingmak"" translates to ""the bearded one""."
Arctic Terrestrial,Caribou,Caribou,MAMMALIA,NT,Tundra,https://upload.wikimedia.org/wikipedia/commons/9/96/Reinbukken_p%C3%A5_frisk_gr%C3%B8nt_beite._-_panoramio.jpg,Wikimedia Commons,"The reindeer or caribou is a species of deer with circumpolar distribution, native to Arctic, subarctic, tundra, boreal, and mountainous regions of Northern Europe, Siberia, and North America. It is the only representative of the genus Rangifer. More recent studies suggest the splitting of reindeer and caribou into six distinct species over their range."
Arctic Terrestrial,Arctic wolf,Arctic wolf,MAMMALIA,LC,Tundra,https://upload.wikimedia.org/wikipedia/commons/6/64/Arctic_Wolf_in_Aulavik_National_Park_04_%28cropped%29.jpg,Wikimedia Commons,"The Arctic wolf, also known as the white wolf, polar wolf, and the Arctic grey wolf, is a subspecies of grey wolf native to the High Arctic tundra of Canada's Queen Elizabeth Islands, from Melville Island to Ellesmere Island. Unlike some populations that move between tundra and forest regions, Arctic wolves spend their entire lives north of the northern treeline. Their southward distribution is limited to the northern fringes of the Middle Arctic tundra on the southern half of Prince of Wales and Somerset Islands."
Arctic Terrestrial,Snowy owl,Snowy owl,AVES,LC,Tundra,https://upload.wikimedia.org/wikipedia/commons/f/f1/SnowyOwlAmericanBlackDuck.jpg,Wikimedia Commons,"The snowy owl, also known as the polar owl, the white owl and the Arctic owl, is a large, white owl of the true owl family. Snowy owls are native to the Arctic regions of both North America and the Palearctic, breeding mostly on the tundra. It has a number of unique adaptations to its habitat and lifestyle, which are quite distinct from other extant owls. One of the largest species of owl, it is the only owl with mainly white plumage. Males tend to be a purer white overall while females tend to have more extensive flecks of dark brown. Juvenile male snowy owls have dark markings and may appear similar to females until maturity, at which point they typically turn whiter. The composition of brown markings about the wing, although not foolproof, is the most reliable technique for aging and sexing individual snowy owls."
Arctic Terrestrial,Gyrfalcon,Gyrfalcon,AVES,LC,Arctic cliffs,https://upload.wikimedia.org/wikipedia/commons/c/c8/Falco_rusticolus_white_cropped.jpg,Wikimedia Commons,"The gyrfalcon, also abbreviated as gyr, is a bird of prey in the genus Falco and the largest species of the family Falconidae. A high-latitude species, the gyrfalcon breeds on the Arctic coasts and tundra, the islands of northern North America and the Siberia, where it is mainly a resident species. Some gyrfalcons disperse more widely after the breeding season or in winter, and individual vagrancy can take birds for long distances. Its plumage varies with location, with birds being coloured from all-white to dark brown. These colour variations are called morphs. Like other falcons, it shows sexual dimorphism, with the female much larger than the male."
Arctic Terrestrial,Willow ptarmigan,Willow ptarmigan,AVES,LC,Tundra shrublands,https://upload.wikimedia.org/wikipedia/commons/e/ec/Lagopus_lagopus_adult_%28Denali%2C_2010%29.jpg,Wikimedia Commons,"The willow ptarmigan is a bird in the grouse tribe Tetraonini of the pheasant family Phasianidae. It is also known as the willow grouse. The willow ptarmigan breeds in birch and other forests and moorlands in northern Europe, the tundra of Scandinavia, Siberia, Alaska and Canada, in particular in the provinces of Newfoundland and Labrador and Quebec. It is the state bird of Alaska."
Arctic Terrestrial,Rock ptarmigan,Rock ptarmigan,AVES,LC,High Arctic tundra,https://upload.wikimedia.org/wikipedia/commons/4/46/Rock_ptarmigan_%28Lagopus_muta_islandorum%29_female_breeding_Botnsvatn.jpg,Wikimedia Commons,"The rock ptarmigan is a medium-sized game bird in the grouse family. It is known simply as the ptarmigan in Europe. It is the official bird for the Canadian territory of Nunavut, where it is known as the aqiggiq (ᐊᕿᒡᒋᖅ), and the official game bird for the province of Newfoundland and Labrador. In Japan, it is known as the raichō (雷鳥), which means ""thunder bird"". It is the official bird of Gifu, Nagano, and Toyama Prefectures and is a protected species nationwide. Unlike many arctic bird species, ptarmigan do not gain substantial mass to hibernate over winter."
Arctic Terrestrial,Arctic tern,Arctic tern,AVES,LC,Coastal tundra,https://upload.wikimedia.org/wikipedia/commons/f/fa/Arctic_tern_%28Sterna_paradisaea%29_Flatey_3.jpg,Wikimedia Commons,"The Arctic tern is a tern in the family Laridae. This bird has a circumpolar breeding distribution covering the Arctic and sub-Arctic regions of Europe, Asia, and North America. The species is strongly migratory, seeing two summers each year as it migrates along a convoluted route from its northern breeding grounds to the Antarctic coast for the southern summer and back again about six months later. Recent studies have shown average annual round-trip lengths of about 70,900 km (38,300 nmi) for birds nesting in Iceland and Greenland, and about 48,700 km (26,300 nmi) for birds nesting in the Netherlands, while an individual from the Farne Islands in Northumberland with a light level geolocator tag covered a staggering 96,000 km (52,000 nmi) in ten months from the end of one breeding season to the start of the next. These are by far the longest migrations known in the animal kingdom."
Arctic Terrestrial,Atlantic puffin,Atlantic puffin,AVES,LC,Coastal cliffs,https://upload.wikimedia.org/wikipedia/commons/c/c4/Puffin_%28Fratercula_arctica%29.jpg,Wikimedia Commons,"The Atlantic puffin, also known as the common puffin, is a species of seabird in the auk family. It is the only puffin native to the Atlantic Ocean; two related species, the tufted puffin and the horned puffin being found in the northeastern Pacific. The Atlantic puffin breeds in Russia, Iceland, Ireland, Britain, Norway, Greenland, Newfoundland and Labrador, Nova Scotia, and the Faroe Islands, and as far south as Maine in the west and France in the east. It is most commonly found in the Westman Islands, Iceland. Although it has a large population and a wide range, the species has declined rapidly, at least in parts of its range, resulting in it being rated as vulnerable by the IUCN. On land, it has the typical upright stance of an auk. At sea, it swims on the surface and feeds on zooplankton, small fish, and crabs, which it catches by diving underwater, using its wings for propulsion."
Arctic Terrestrial,Walrus,Walrus,MAMMALIA,NT,Sea ice,https://upload.wikimedia.org/wikipedia/commons/8/87/Walrus_in_the_Russian_Arctic_National_Park%2C_Novaya_Zemlya_2015-2.jpg,Wikimedia Commons,"The walrus is a large pinniped marine mammal with discontinuous distribution about the North Pole in the Arctic Ocean and subarctic seas of the Northern Hemisphere. It is the only extant species in the family Odobenidae and genus Odobenus. This species is subdivided into two subspecies: the Atlantic walrus, which lives in the Atlantic Ocean, and the Pacific walrus, which lives in the Pacific Ocean."
Arctic Terrestrial,Ringed seal,Ringed seal,MAMMALIA,LC,Sea ice,https://upload.wikimedia.org/wikipedia/commons/3/33/Pusa_hispida_hispida_NOAA_1.jpg,Wikimedia Commons,The ringed seal is a small earless seal species found in Arctic and sub-Arctic regions. Its common name is derived from a distinctive patterning of dark spots surrounded by light gray rings.
Arctic Terrestrial,Bearded seal,Bearded seal,MAMMALIA,LC,Sea ice,https://upload.wikimedia.org/wikipedia/commons/7/78/Bearded_Seal.jpg,Wikimedia Commons,"The bearded seal, also called the square flipper seal, is a medium-sized pinniped that is found in and near to the Arctic Ocean. It gets its generic name from two Greek words that refer to its heavy jaw. The other part of its Linnaean name means bearded and refers to its most characteristic feature, the conspicuous and very abundant whiskers. When dry, these whiskers curl very elegantly, giving the bearded seal a ""raffish"" look."
Arctic Terrestrial,Harp seal,Harp seal,MAMMALIA,LC,Sea ice,https://upload.wikimedia.org/wikipedia/commons/2/22/Harp_Seal_%28Pagophilus_groenlandicus%29%2C_Greenland_Sea_IMG_5075.jpg,Wikimedia Commons,"The harp seal, also known as the saddleback seal or Greenland seal, is a species of earless seal, or true seal, native to the northernmost Atlantic Ocean and Arctic Ocean. Originally in the genus Phoca with a number of other species, it was reclassified into the monotypic genus Pagophilus in 1844. In Greek, its scientific name translates to ""ice-lover from Greenland,"" and its taxonomic synonym, Phoca groenlandica translates to ""Greenlandic seal."" This is the only species in the genus Pagophilus."
Arctic Terrestrial,Narwhal,Narwhal,MAMMALIA,NT,Pack ice waters,https://upload.wikimedia.org/wikipedia/commons/b/bc/%D0%9D%D0%B0%D1%80%D0%B2%D0%B0%D0%BB_%D0%B2_%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%90%D1%80%D0%BA%D1%82%D0%B8%D0%BA%D0%B5.jpg,Wikimedia Commons,"The narwhal is a species of toothed whale native to the Arctic. It is the only member of the genus Monodon and one of two living representatives of the family Monodontidae. The narwhal is a stocky cetacean with a relatively blunt snout, a large melon, and a shallow ridge in place of a dorsal fin. Males of this species have a large long tusk, which is a protruding left canine thought to function as a weapon, a tool for feeding, in attracting mates or sensing water salinity. Specially adapted slow-twitch muscles, along with the jointed neck vertebrae and shallow dorsal ridge allow for easy movement through the Arctic environment, where the narwhal spends extended periods at great depths. The narwhal's geographic range overlaps with that of the similarly built and closely related beluga whale, and the animals are known to interbreed."
Arctic Terrestrial,Beluga whale,Beluga whale,MAMMALIA,LC,Coastal Arctic waters,https://upload.wikimedia.org/wikipedia/commons/e/e8/Oceanogr%C3%A0fic_29102004.jpg,Wikimedia Commons,"The beluga whale is an Arctic and sub-Arctic cetacean. It is one of two living members of the family Monodontidae, along with the narwhal, and the only member of the genus Delphinapterus. It is also known as the white whale, as it is the only cetacean to regularly occur with this colour; the sea canary, due to its high-pitched calls; and the melonhead, though that more commonly refers to the melon-headed whale, which is an oceanic dolphin."
Arctic Terrestrial,Bowhead whale,Bowhead whale,MAMMALIA,LC,High Arctic seas,https://upload.wikimedia.org/wikipedia/commons/d/d3/Bowhead_Whale_NOAA.jpg,Wikimedia Commons,"The bowhead whale, sometimes called the Greenland right whale, Arctic whale, and polar whale, is a species of baleen whale belonging to the family Balaenidae and is the only living representative of the genus Balaena. It is the only baleen whale endemic to the Arctic and subarctic waters, and is named after its characteristic massive triangular skull, which it uses to break through Arctic ice."
Arctic Terrestrial,Orca,Killer whale,MAMMALIA,DD,Arctic seas,https://upload.wikimedia.org/wikipedia/commons/3/37/Killerwhales_jumping.jpg,Wikimedia Commons,"The orca, or killer whale, is a toothed whale and the largest member of the oceanic dolphin family. The only extant species in the genus Orcinus, it is recognizable by its distinct pigmentation; being mostly black on top, white on the bottom and having recognizable white eye patches. A cosmopolitan species, it inhabits a wide range of marine environments, from Arctic to Antarctic regions to tropical seas, but is more commonly documented in temperate or cooler coastal waters. Scientists have proposed dividing the global population into races, subspecies, or possibly even species."
Arctic Terrestrial,Greenland shark,Greenland shark,CHONDRICHTHYES,NT,Cold deep waters,https://upload.wikimedia.org/wikipedia/commons/7/77/Somniosus_microcephalus_okeanos.jpg,Wikimedia Commons,"The Greenland shark, also known as the rubiks shark or grey shark, is a large shark of the family Somniosidae, closely related to the Pacific and southern sleeper sharks. Inhabiting the North Atlantic and Arctic Oceans, they are notable for their exceptional longevity, although they are poorly studied due to the depth and remoteness of their natural habitat."
Arctic Terrestrial,Arctic char,Arctic char,ACTINOPTERYGII,LC,Cold lakes and rivers,https://upload.wikimedia.org/wikipedia/commons/f/f2/Salvelinus_alpinus_311639131.jpg,Wikimedia Commons,"The Arctic char or Arctic charr is a cold-water fish in the family Salmonidae, native to alpine lakes, as well as Arctic and subarctic coastal waters in the Holarctic."
